"","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"A25",-7.35717227461948,-7.37456401733135,-7.3370009157557,-7.48757377423508,-7.59095212868891,-7.59095212868891,-7.7040432184616,-7.77525584668686,-7.77050524392826,-7.93777477618463,-7.768138378918,-7.83157427727708,-7.9238663461385,-7.87797435288185,-7.90471391392375,-7.99246466248126,-7.99542762761191,-8.0471895621705,-8.10177775245491,-8.09192545601189,-8.13193079062559,-8.12853520162445,-8.15255007782833,-8.2170885989659,-8.23201424918257,-8.15255007782833,-8.07571764578504,-8.14218729079278,-8.18788944427364,-8.29805766149957,-8.07893826048508,-8.14908386985184,-8.11172808330807,-8.05660878408699,-8.06930736742412,-7.98951045058382,-8.05660878408699,-8.25868249626474,-7.93777477618463,-8.22079917836244,-8.39941015575985,-8.31425234741955,-8.42643882814777,-8.22452357745342,-8.3432398842928,-8.44023215028011,-8.49250057882587,-8.23956145481796,-8.31017902203191,-8.18072095479502
"A26",-7.30376522831955,-7.3370009157557,-7.46288116164471,-7.46462484124953,-7.53137639689347,-7.5616817463888,-7.61906643016975,-7.6231480684894,-7.768138378918,-7.77287772428189,-7.73786831461524,-7.78482529770301,-7.90471391392375,-7.79448720861475,-7.95187938236618,-7.96907178290655,-7.97486890059088,-7.98362808068076,-8.02861317659757,-7.99542762761191,-8.25868249626474,-8.14562963498375,-8.02861317659757,-8.17006366032104,-8.16302137769562,-7.932188169476,-8.06930736742412,-8.07250737015479,-8.06611757205602,-8.2170885989659,-8.11172808330807,-8.17006366032104,-8.06930736742412,-7.98951045058382,-8.16302137769562,-8.17360348702616,-7.95757740348081,-8.21339173708457,-7.92940652651412,-8.12177841916157,-8.24716605420318,-8.10177775245491,-8.32244911462373,-8.32657283180759,-8.36018944260657,-8.36877318629796,-8.36447210439857,-8.35592504382011,-8.1987394602977,-8.23956145481796
"A27",-7.33546599603762,-7.26443022292087,-7.46812134830826,-7.46114051716692,-7.52765199780249,-7.52209127911779,-7.61703184147197,-7.61500138392158,-7.7040432184616,-7.72420067588658,-7.79448720861475,-7.73329164758783,-7.81409568000312,-7.81905846934525,-7.87271118283757,-7.854505218341,-7.96043863576185,-8.08216928106653,-7.91561320438178,-7.98362808068076,-8.14218729079278,-8.03168537563454,-8.04095901241987,-8.09192545601189,-8.05976834437736,-8.05031945517943,-7.95187938236618,-8.02249694958013,-8.14562963498375,-8.05976834437736,-8.09192545601189,-8.13875675569599,-8.1050835405894,-8.04095901241987,-8.02249694958013,-8.01641790350375,-8.08866281037708,-8.1987394602977,-7.88326537051626,-8.00436956498757,-8.29404964010203,-8.12853520162445,-8.18429877614291,-8.32244911462373,-8.3432398842928,-8.42188301161191,-8.20603876277931,-8.27033311348471,-8.31017902203191,-8.23578073197805
"A28",-7.21564005875144,-7.40041359879268,-7.32782653947966,-7.41858090274813,-7.49294531803699,-7.48578965244158,-7.60893463123935,-7.59691043827254,-7.61500138392158,-7.71743627579803,-7.74708496972016,-7.69301774844989,-7.73329164758783,-7.74016452687559,-7.86747556878363,-7.83915964866634,-7.85193121434583,-7.932188169476,-7.94339276848886,-7.86226722367649,-7.98069982090167,-7.96618577801742,-7.94057982711224,-8.04406943483426,-8.0194528071989,-7.94057982711224,-8.05031945517943,-7.98951045058382,-8.00138002613921,-8.09519878135686,-7.98362808068076,-7.98362808068076,-8.05976834437736,-8.01037558904779,-8.06611757205602,-8.06293791913864,-8.01037558904779,-8.06293791913864,-7.92663259963139,-8.10177775245491,-8.17006366032104,-8.18072095479502,-8.15951874714442,-8.27817629094574,-8.31834233267107,-8.26255097304266,-8.45892428329226,-8.22826189956402,-8.09848285655805,-8.1987394602977
"A29",-7.09288076310883,-7.24322801527027,-7.31572351730842,-7.34936583372665,-7.47691647976109,-7.4559366892919,-7.52394141840595,-7.61095279539558,-7.59095212868891,-7.62519515211113,-7.59095212868891,-7.68864137385009,-7.7040432184616,-7.71295196335071,-7.76342138903986,-7.75872654473565,-7.79935339826592,-7.78964458413896,-7.92663259963139,-7.80669737252168,-7.94339276848886,-7.98362808068076,-7.9238663461385,-7.98362808068076,-7.85708586493449,-7.96043863576185,-7.89661670369113,-7.9238663461385,-8.06293791913864,-7.9633080781898,-8.02249694958013,-7.92110772369942,-7.932188169476,-7.854505218341,-7.96618577801742,-7.99246466248126,-7.94904250103098,-8.01339218258721,-7.79448720861475,-8.1050835405894,-8.06930736742412,-8.12515110364021,-8.1084002932154,-8.27033311348471,-8.2170885989659,-8.24335652578651,-8.28608147045285,-8.18429877614291,-8.13193079062559,-8.11506698457359
"A30",-7.1447442371184,-7.11109620300017,-7.19144533016438,-7.35092225427431,-7.31422088742389,-7.39388829015776,-7.5810998322459,-7.49115159558296,-7.52765199780249,-7.5616817463888,-7.57134365730054,-7.66490778951799,-7.60491048093962,-7.72194078791914,-7.73557736286868,-7.79448720861475,-7.80179540192147,-7.76577710273232,-7.78002912543952,-7.8700899493577,-7.82154913065771,-7.854505218341,-7.83409634670979,-7.92940652651412,-7.87797435288185,-7.83157427727708,-7.84680299797891,-7.82905855267984,-7.83662479306315,-7.94904250103098,-7.92110772369942,-7.92110772369942,-7.88326537051626,-7.932188169476,-7.91835669032753,-7.932188169476,-8.06293791913864,-7.89661670369113,-7.78964458413896,-8.05976834437736,-8.16302137769562,-7.99246466248126,-8.05031945517943,-8.13193079062559,-8.17715588863053,-8.12853520162445,-8.24335652578651,-8.2023824515762,-8.12515110364021,-8.0194528071989
"A31",-7.05162564940184,-7.18746918178474,-7.19677157444705,-7.30228044705197,-7.47515125423652,-7.29194825181476,-7.38579107992514,-7.49834587121699,-7.49654244421784,-7.47338913924312,-7.54263355141811,-7.48400870807058,-7.62519515211113,-7.68211251496763,-7.74708496972016,-7.68211251496763,-7.75638736238248,-7.72646568251743,-7.768138378918,-7.75872654473565,-7.82654914107441,-7.72420067588658,-7.75638736238248,-7.81409568000312,-7.76342138903986,-7.79691734346804,-7.69961843248124,-7.80179540192147,-7.77287772428189,-7.79448720861475,-7.80915739836254,-7.932188169476,-7.84680299797891,-7.98362808068076,-7.88858453199386,-7.78964458413896,-7.83662479306315,-7.854505218341,-7.79448720861475,-7.88061636234469,-7.9238663461385,-7.89661670369113,-8.08216928106653,-8.12853520162445,-8.09192545601189,-8.2023824515762,-8.14908386985184,-8.18429877614291,-8.13193079062559,-7.99839939800107
"A32",-7.0031654637868,-7.11355019196173,-7.21973004400296,-7.22383682595562,-7.22520950976759,-7.39877827545195,-7.30972649783605,-7.3841794760308,-7.43708437431269,-7.44389871073242,-7.54641427425801,-7.53886706862263,-7.52024455652463,-7.54831000942291,-7.67347315237692,-7.67347315237692,-7.74246602386387,-7.7310111448891,-7.73329164758783,-7.80424338356011,-7.81657399601759,-7.69301774844989,-7.63964328785851,-7.64799406707593,-7.66704226204663,-7.63342565124764,-7.75872654473565,-7.77763963804214,-7.75872654473565,-7.81657399601759,-7.76342138903986,-7.77525584668686,-7.77525584668686,-7.83662479306315,-7.9238663461385,-7.76577710273232,-7.81657399601759,-7.89930849535684,-7.67347315237692,-7.90742761979534,-7.768138378918,-7.95187938236618,-7.97486890059088,-8.09192545601189,-8.06611757205602,-8.01339218258721,-8.03785823474162,-8.24335652578651,-8.04095901241987,-7.98656494035407
"A33",-7.0086811975721,-6.98140181915044,-7.01757014498934,-7.1447442371184,-7.22796054313948,-7.24602913754998,-7.33240320650708,-7.32024500202727,-7.37297039149608,-7.3697907385787,-7.43878361006565,-7.42024895984882,-7.45766829145617,-7.5616817463888,-7.58699955437309,-7.57134365730054,-7.58502911038579,-7.6211051668596,-7.65219575392963,-7.6543032362692,-7.5810998322459,-7.7040432184616,-7.6354939043117,-7.61297504077635,-7.68428406848113,-7.65009270373285,-7.68864137385009,-7.69961843248124,-7.768138378918,-7.69521313901332,-7.75872654473565,-7.79691734346804,-7.70182837813204,-7.72194078791914,-7.80669737252168,-7.82905855267984,-7.81657399601759,-7.72873583105197,-7.73557736286868,-7.83662479306315,-7.91561320438178,-7.91287722456291,-7.92110772369942,-7.99839939800107,-8.07571764578504,-8.05031945517943,-8.03476704217194,-8.07250737015479,-7.9462136448305,-8.05031945517943
"A34",-6.92795798629966,-6.99658649268875,-7.03105349532663,-7.09288076310883,-7.15878403378588,-7.13716844330994,-7.16007020759663,-7.28609171970205,-7.22658408043075,-7.28026928695062,-7.25024558792891,-7.35717227461948,-7.36188555907158,-7.46288116164471,-7.46812134830826,-7.50741211645474,-7.51106175554229,-7.55976051621091,-7.59691043827254,-7.6543032362692,-7.64380996055336,-7.61906643016975,-7.47868482681783,-7.64380996055336,-7.66918130029538,-7.6211051668596,-7.52579498705528,-7.55784297008164,-7.66918130029538,-7.58897388867681,-7.63136166702679,-7.61906643016975,-7.5752347127935,-7.68428406848113,-7.74940246786053,-7.66704226204663,-7.7040432184616,-7.68428406848113,-7.54831000942291,-7.81409568000312,-7.77525584668686,-7.83409634670979,-7.854505218341,-7.86226722367649,-7.83915964866634,-7.94904250103098,-7.91561320438178,-7.91561320438178,-7.82154913065771,-7.87271118283757
"A35",-6.83822921633353,-6.91176330037968,-6.94441926335373,-7.05047158118373,-7.04701734631564,-7.11232244472341,-7.1160102178026,-7.1447442371184,-7.24322801527027,-7.19410490620014,-7.19410490620014,-7.29488943040558,-7.35092225427431,-7.36662116381742,-7.43538802106451,-7.41691562342907,-7.48936108480917,-7.41858090274813,-7.46987419713568,-7.45248245442381,-7.50377574881136,-7.57718593292477,-7.51656131110833,-7.5616817463888,-7.46987419713568,-7.45766829145617,-7.50559227973776,-7.51289158221937,-7.55976051621091,-7.58306254141375,-7.52394141840595,-7.55211229537265,-7.57718593292477,-7.61906643016975,-7.59095212868891,-7.71295196335071,-7.61703184147197,-7.65009270373285,-7.49654244421784,-7.81162349085773,-7.70848767022202,-7.74246602386387,-7.73329164758783,-7.78723203773358,-7.80915739836254,-7.8700899493577,-7.80424338356011,-7.91287722456291,-7.85708586493449,-7.76342138903986
"A36",-6.80069620668873,-6.83636528289546,-6.95799649541888,-6.9027677374711,-6.96432563047053,-7.00757561426435,-7.12715584401751,-7.08091889799133,-7.11724250384886,-7.2293389031096,-7.12094849944318,-7.18614730452683,-7.23764920024323,-7.23764920024323,-7.34471105418167,-7.34471105418167,-7.3524811010436,-7.37137930126383,-7.43538802106451,-7.43200392308027,-7.45075980111236,-7.44560957513605,-7.54641427425801,-7.55401887364323,-7.50015255644194,-7.41028209993343,-7.50559227973776,-7.56553531570479,-7.52394141840595,-7.40698176690478,-7.52579498705528,-7.43708437431269,-7.46114051716692,-7.51656131110833,-7.58306254141375,-7.52579498705528,-7.61500138392158,-7.59095212868891,-7.45766829145617,-7.66065246394786,-7.64589982547282,-7.66065246394786,-7.78242433616547,-7.71295196335071,-7.80915739836254,-7.82154913065771,-7.73786831461524,-7.71071732554929,-7.85193121434583,-7.7310111448891
"A37",-6.68301300630423,-6.778482943278,-6.744786450704,-6.87916782213022,-6.91679602363429,-6.9632679889124,-6.99440308570781,-7.08449245748219,-7.01089603790165,-7.08449245748219,-7.19677157444705,-7.04243018230874,-7.14982684018187,-7.16393868437455,-7.2672914552019,-7.20212633958471,-7.19944537283146,-7.27448055877437,-7.41028209993343,-7.31873556777841,-7.38257046522509,-7.41028209993343,-7.41359336123709,-7.36820469542306,-7.43369454055818,-7.44904011023284,-7.51106175554229,-7.29931748192131,-7.41193636002946,-7.49834587121699,-7.43200392308027,-7.48578965244158,-7.41525311265545,-7.43878361006565,-7.42694915241864,-7.41028209993343,-7.43031615896655,-7.48936108480917,-7.33853819507459,-7.57328729250911,-7.6354939043117,-7.66704226204663,-7.72420067588658,-7.60692053186765,-7.75872654473565,-7.73329164758783,-7.74477282996178,-7.68211251496763,-7.79935339826592,-7.59691043827254
"A38",-6.69506618557179,-6.6703144229671,-6.77497416774832,-6.78465308184815,-6.93204797155118,-6.87819647674059,-6.89582670811686,-6.9157874506794,-6.99331316734378,-6.97282727572585,-7.00426617936298,-7.13340196051447,-7.0856864874748,-7.16782218440094,-7.17432838822368,-7.17563472413774,-7.17302375659702,-7.22658408043075,-7.19944537283146,-7.23348541907145,-7.2759246023466,-7.28317626574192,-7.23764920024323,-7.33546599603762,-7.33393342868784,-7.34471105418167,-7.38257046522509,-7.31722840848784,-7.36662116381742,-7.34316426346337,-7.34781183185992,-7.31873556777841,-7.35874090239211,-7.37775890822787,-7.37297039149608,-7.40533567599811,-7.35404238161056,-7.3841794760308,-7.31422088742389,-7.43538802106451,-7.54074853672234,-7.47515125423652,-7.60290446221276,-7.56940379248271,-7.68428406848113,-7.66918130029538,-7.67994566688253,-7.5752347127935,-7.64380996055336,-7.6231480684894
"A39",-6.56985549036974,-6.61359424043265,-6.61359424043265,-6.76365493500838,-6.7481907093108,-6.78200407367658,-6.81700091571367,-6.8561120458303,-6.9157874506794,-6.94753614899398,-6.93924594607351,-6.96010175935435,-7.05857816871672,-6.98355699239842,-7.02541332245037,-7.05625528730058,-7.03900356559209,-7.16912004311654,-7.1717208248166,-7.21700152934976,-7.21021263701607,-7.20078495776051,-7.16782218440094,-7.2293389031096,-7.2773707341966,-7.1821921246839,-7.22383682595562,-7.25731275515201,-7.29341775979412,-7.26585981573046,-7.26443022292087,-7.20346952313118,-7.24322801527027,-7.3524811010436,-7.31272051204865,-7.21021263701607,-7.30525221744112,-7.31722840848784,-7.24462759562469,-7.40863057189496,-7.40369229025438,-7.43708437431269,-7.46114051716692,-7.51472476330103,-7.61906643016975,-7.54263355141811,-7.61500138392158,-7.60893463123935,-7.59691043827254,-7.49115159558296
"A40",-6.47273136863243,-6.56133271150776,-6.59148574967844,-6.61882398712992,-6.70155444839824,-6.73801250439504,-6.76365493500838,-6.79086152751064,-6.79890087407006,-6.89780494812897,-6.88403875236482,-6.81882906978774,-6.86949656686505,-6.97389508148668,-6.92693809839891,-7.00426617936298,-6.95904857336969,-7.05278105103239,-7.08449245748219,-7.05625528730058,-7.05162564940184,-7.14728230954687,-7.10377016290809,-7.14221259019662,-7.17563472413774,-7.09529040282898,-7.12342681545765,-7.16135803778106,-7.20886037176606,-7.19543735143392,-7.17956400227763,-7.19277423401443,-7.23625934595417,-7.13968733632943,-7.2773707341966,-7.28463293023839,-7.29341775979412,-7.22658408043075,-7.1074264741112,-7.3370009157557,-7.36188555907158,-7.32782653947966,-7.3462602411685,-7.49834587121699,-7.37456401733135,-7.40369229025438,-7.47163012383794,-7.37616018686418,-7.45940289726838,-7.42359344457167
"A41",-6.42718269838717,-6.46563685322594,-6.4637106889065,-6.54659042977055,-6.62860953755264,-6.65311306060856,-6.60027057923418,-6.69911641387081,-6.73548405804168,-6.75933527386386,-6.73632616335461,-6.76106089983133,-6.81062856825141,-6.82341413054839,-6.9622114647782,-6.88306266639177,-6.90675577864905,-6.88208753223356,-7.02204442538426,-6.95904857336969,-7.03445293202809,-7.06324018182253,-7.01534048966207,-7.11477944841646,-7.01980478279076,-7.04357500212467,-7.0367256602791,-7.0761739306071,-7.11724250384886,-7.11847631029779,-7.1665260079395,-7.13089883029635,-7.06440908902751,-7.13465587917406,-7.16523150937685,-7.15493540812459,-7.1074264741112,-7.19543735143392,-7.09167811714307,-7.16912004311654,-7.28463293023839,-7.25873220180623,-7.28755264034172,-7.27881896037297,-7.39226359443075,-7.39714562202806,-7.34936583372665,-7.37936018959485,-7.37775890822787,-7.33546599603762
"A42",-6.28771657024283,-6.35444504360999,-6.39973358254888,-6.46499438613028,-6.51977548521499,-6.5410309991904,-6.63088140524696,-6.67743752391993,-6.69264389936519,-6.70155444839824,-6.69345067633513,-6.69587491994664,-6.70318311325336,-6.72127571203952,-6.80700537588199,-6.87045949423844,-6.80339526365789,-6.85043021236287,-6.85137494554603,-6.87819647674059,-6.85801318708732,-6.92388466091202,-6.92795798629966,-6.89089816191571,-6.91679602363429,-6.97176060895805,-6.98896533440768,-6.95379921748354,-7.01868683968942,-7.03331850195748,-7.09408485717363,-6.99658649268875,-7.08210866612691,-7.08807883311342,-7.0856864874748,-7.05047158118373,-7.0989157844433,-7.13465587917406,-7.01868683968942,-7.12715584401751,-7.14728230954687,-7.12964961089591,-7.22383682595562,-7.16523150937685,-7.2672914552019,-7.31122238442763,-7.297839285052,-7.297839285052,-7.34471105418167,-7.24602913754998
"A43",-6.25960546435293,-6.2450673059069,-6.30343931212881,-6.35100072332775,-6.4611482275428,-6.46306945772069,-6.48773001954264,-6.50562907213949,-6.57629558418447,-6.61508566501932,-6.64847268105205,-6.60247889812941,-6.60469210449205,-6.6703144229671,-6.61359424043265,-6.71383458634483,-6.76019771462452,-6.72376844286912,-6.72210593209551,-6.75589292967289,-6.78288629693627,-6.79979813747704,-6.79442659367513,-6.83079423784601,-6.8561120458303,-6.90077966524571,-6.87819647674059,-6.90077966524571,-6.93409925432174,-6.99440308570781,-6.91982786021641,-7.0086811975721,-6.96644427533082,-6.92286891679219,-6.93924594607351,-6.99877467736931,-6.99331316734378,-6.99549419329014,-6.93409925432174,-7.08329985149707,-7.08688194487957,-7.13591137211989,-7.13842709671714,-7.19410490620014,-7.15878403378588,-7.19543735143392,-7.25731275515201,-7.25589532047103,-7.20078495776051,-7.19543735143392
"A44",-6.12888922301965,-6.14694944994838,-6.22112931541246,-6.30727178328561,-6.34642667304304,-6.36950905964015,-6.40940717672726,-6.41733646499381,-6.46178822756464,-6.44150869861411,-6.52249287819149,-6.52385434878981,-6.54519767188525,-6.54728753680471,-6.66952609024989,-6.54241796196475,-6.69587491994664,-6.74648713138602,-6.63544068366148,-6.69264389936519,-6.65079017919242,-6.74648713138602,-6.71136646497675,-6.76712414924239,-6.76886328011552,-6.78288629693627,-6.78465308184815,-6.75761262055242,-6.7619248307706,-6.86469578952169,-6.87819647674059,-6.9402784706877,-6.86661333565096,-6.89978710933296,-6.93102390592149,-6.89780494812897,-6.88111334803572,-6.90177320730459,-6.79890087407006,-6.93924594607351,-6.97069507875601,-7.05162564940184,-7.03445293202809,-7.0667510104726,-7.05974163598002,-7.10377016290809,-7.10864822136153,-7.08091889799133,-7.10377016290809,-7.08927715560553
"A45",-6.04402179784666,-6.13672155976512,-6.1957863441816,-6.17731231367849,-6.25647230252089,-6.29907725504864,-6.32108034293271,-6.37536387730159,-6.38598971517781,-6.42780131888323,-6.4377516497364,-6.4707915038146,-6.4766224241254,-6.52385434878981,-6.53000400944149,-6.59002908518198,-6.55921331827359,-6.60913326649202,-6.67347398325747,-6.57414427464196,-6.55148041506474,-6.62332849925103,-6.57342819870731,-6.63391861335241,-6.70890442023697,-6.67664355801875,-6.68701461228424,-6.69264389936519,-6.72960909359866,-6.78730912590627,-6.76625571670844,-6.79264247188163,-6.78200407367658,-6.85232057209404,-6.8206605721312,-6.86757348934931,-6.81608809045631,-6.80339526365789,-6.70890442023697,-6.88795265168596,-6.92795798629966,-6.89879553761067,-6.96644427533082,-6.98247882517807,-7.00757561426435,-7.00096766070432,-6.99987056788994,-6.99440308570781,-7.05162564940184,-7.00757561426435
"A46",-5.97559119795169,-6.02688449233924,-6.07267460253353,-6.1035140509166,-6.14835230264513,-6.19333596314665,-6.21460809842219,-6.25751559943347,-6.31332407136135,-6.34871108294567,-6.33903817680037,-6.33339163441216,-6.39194211370511,-6.45731680523124,-6.454770654906,-6.4637106889065,-6.50562907213949,-6.52045414150164,-6.53619172254965,-6.59733371956087,-6.47337882737955,-6.54450201968328,-6.50629819227151,-6.55428546599235,-6.53000400944149,-6.60321608946393,-6.55148041506474,-6.62483452363207,-6.64155223820748,-6.65233816711763,-6.70726641823273,-6.70155444839824,-6.7229368419896,-6.66089520105061,-6.65699656063495,-6.69992843177982,-6.73632616335461,-6.75847357626638,-6.66167675638543,-6.80790994401242,-6.82709737596468,-6.81244509917781,-6.88014011194916,-6.86469578952169,-6.8968153389438,-6.88501579201265,-6.93718408967295,-6.9147798939191,-7.00536810784914,-6.92795798629966
"A47",-5.8957907970397,-5.93018131869108,-5.97559119795169,-6.03353732352989,-6.1035140509166,-6.10620222457841,-6.12888922301965,-6.15022583949292,-6.19235748948737,-6.20812913232448,-6.26274847375013,-6.26117573423853,-6.29419257776503,-6.32889724482432,-6.3407383755664,-6.37419016824666,-6.42409532328892,-6.44527991615719,-6.39134527692225,-6.43338619222676,-6.51706545645613,-6.41672428254433,-6.40455868238064,-6.47532372264416,-6.47922489794298,-6.44717087165289,-6.49630809919643,-6.57629558418447,-6.53000400944149,-6.64231881547768,-6.6076506865318,-6.66559372183217,-6.56629550084989,-6.65777507371437,-6.62860953755264,-6.65156387362173,-6.67823212070389,-6.72626740293676,-6.57701371706991,-6.72710177928888,-6.67982321093613,-6.71630881441118,-6.72960909359866,-6.79890087407006,-6.82802031096328,-6.8142649358948,-6.83079423784601,-6.82986874032507,-6.85991794956798,-6.85421451205411
"A48",-5.81818373496618,-5.84407956019492,-5.87635174000748,-5.96501737709313,-5.95957835824566,-6.01330124171716,-5.97323177884692,-6.06877765021065,-6.06834559144394,-6.12705520141433,-6.14414963477363,-6.15116392586566,-6.22264027011946,-6.21610922454846,-6.2606520369236,-6.27968009516591,-6.33282872980962,-6.31001828322685,-6.37889329273005,-6.28879299661157,-6.31166981126532,-6.43837684513032,-6.3023470127302,-6.36834219836423,-6.37243218361576,-6.39853093658312,-6.43962840974926,-6.454770654906,-6.46692302703668,-6.46563685322594,-6.54519767188525,-6.43214241097189,-6.53137575176907,-6.50965052528027,-6.55288195699003,-6.53619172254965,-6.59513672124032,-6.58277742178666,-6.48052867909246,-6.66480910037175,-6.59002908518198,-6.66559372183217,-6.69345067633513,-6.66637895940687,-6.69506618557179,-6.65699656063495,-6.70155444839824,-6.74989719436656,-6.74393719375274,-6.6854120478387
"A49",-5.73868452666547,-5.77829052683126,-5.79556887028691,-5.83754246483573,-5.88530435127959,-5.94419935464087,-5.97283908298482,-5.96774802049067,-6.03312022237682,-6.00881418544309,-6.08095171360952,-6.09504886336455,-6.11114939005396,-6.10889764400008,-6.19284660664068,-6.17586827010626,-6.21610922454846,-6.1987347492659,-6.20317372079653,-6.28128223169018,-6.25543009294245,-6.31996861408002,-6.27701555855081,-6.22769333797085,-6.2786134283981,-6.28987058292274,-6.28825463859049,-6.33282872980962,-6.37771543629234,-6.42409532328892,-6.42594660428664,-6.40455868238064,-6.45350000670454,-6.45413512898693,-6.48052867909246,-6.49167999176196,-6.45413512898693,-6.49829814960444,-6.42409532328892,-6.50629819227151,-6.51166733268657,-6.57557796664381,-6.55991928371061,-6.59002908518198,-6.61508566501932,-6.62332849925103,-6.6143396746826,-6.63391861335241,-6.68861974906547,-6.57701371706991
